Año,Fecha,Mes,Dia de la semana,Día,Tema,Sub Tema,Línea,Estación
2014,2/21/14,2,Friday,21,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,A,PRIMERA JUNTA
2014,2/21/14,2,Friday,21,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,A,LORIA
2014,2/23/14,2,Sunday,23,Temperaturas,ALTAS - BAJAS TEMPERATURAS - SUBTE,B,FLORIDA
2014,2/23/14,2,Sunday,23,Accesos cerrados,ACCESOS CERRADOS - SUBTE,B,URUGUAY
2014,2/23/14,2,Sunday,23,Medios de pago,INCONVENIENTES EN BOLETERIA - SUBTE,A,SAN PEDRITO
2014,2/23/14,2,Sunday,23,Accesos cerrados,ACCESOS CERRADOS - SUBTE,A,PLAZA DE MAYO
2014,2/24/14,2,Monday,24,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,D,Congreso de Tucumán
2014,2/24/14,2,Monday,24,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,DORREGO
2014,2/24/14,2,Monday,24,Medios de pago,INCONVENIENTES EN BOLETERIA - SUBTE,B,ANGEL GALLARDO
2014,2/24/14,2,Monday,24,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,B,DE LOS INCAS
2014,2/25/14,2,Tuesday,25,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,D,José Hernández
2014,2/25/14,2,Tuesday,25,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,CARLOS GARDEL
2014,2/25/14,2,Tuesday,25,Temperaturas,ALTAS - BAJAS TEMPERATURAS - SUBTE,B,CARLOS GARDEL
2014,2/25/14,2,Tuesday,25,Demoras e Interrupciones,DEMORAS E INTERRUPCIONES - SUBTE,B,CARLOS GARDEL
2014,2/25/14,2,Tuesday,25,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,DORREGO
2014,2/25/14,2,Tuesday,25,Inconvenientes con el personal,MALA ATENCION DEL PERSONAL A CARGO - SUBTE,B,ANGEL GALLARDO
2014,2/25/14,2,Tuesday,25,Medios de pago,INCONVENIENTES CON  TARJETA SUBE - SUBTE,B,ANGEL GALLARDO
2014,2/25/14,2,Tuesday,25,Inconvenientes con el personal,MALA ATENCION DEL PERSONAL A CARGO - SUBTE,B,MALABIA
2014,2/25/14,2,Tuesday,25,Inconvenientes con el personal,MALA ATENCION DEL PERSONAL A CARGO - SUBTE,B,MEDRANO
2014,2/25/14,2,Tuesday,25,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,D,OLLEROS
2014,2/25/14,2,Tuesday,25,Medios de pago,INCONVENIENTES CON  TARJETA SUBE - SUBTE,D,CATEDRAL
2014,2/25/14,2,Tuesday,25,Medios de pago,INCONVENIENTES CON  TARJETA SUBE - SUBTE,D,CATEDRAL
2014,2/25/14,2,Tuesday,25,Accesos cerrados,ACCESOS CERRADOS - SUBTE,B,DE LOS INCAS
2014,2/26/14,2,Wednesday,26,Demoras e Interrupciones,DEMORAS E INTERRUPCIONES - SUBTE,D,CALLAO_D
2014,2/26/14,2,Wednesday,26,Inconvenientes con el personal,MALA ATENCION DEL PERSONAL A CARGO - SUBTE,D,FACULTAD DE MEDICINA
2014,2/26/14,2,Wednesday,26,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,CARLOS GARDEL
2014,2/26/14,2,Wednesday,26,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,B,CARLOS GARDEL
2014,2/26/14,2,Wednesday,26,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,CARLOS GARDEL
2014,2/26/14,2,Wednesday,26,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,DORREGO
2014,2/26/14,2,Wednesday,26,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,DORREGO
2014,2/26/14,2,Wednesday,26,Medios de pago,INCONVENIENTES EN BOLETERIA - SUBTE,B,DORREGO
2014,2/26/14,2,Wednesday,26,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,FEDERICO LACROZE
2014,2/26/14,2,Wednesday,26,Inconvenientes con el personal,MALA ATENCION DEL PERSONAL A CARGO - SUBTE,B,FEDERICO LACROZE
2014,2/26/14,2,Wednesday,26,Medios de pago,INCONVENIENTES EN BOLETERIA - SUBTE,B,MEDRANO
2014,2/26/14,2,Wednesday,26,Inconvenientes con el personal,MALA ATENCION DEL PERSONAL A CARGO - SUBTE,B,CARLOS PELLEGRINI
2014,2/26/14,2,Wednesday,26,Accesos cerrados,ACCESOS CERRADOS - SUBTE,D,MINISTRO CARRANZA
2014,2/26/14,2,Wednesday,26,Falta de limpieza,FALTA DE HIGIENE EN SUBTE,D,MINISTRO CARRANZA
2014,2/26/14,2,Wednesday,26,Molinetes,FUNCIONAMIENTO/ MANTENIMIENTO DE MOLINETES - SUBTE,E,Entre Ríos
2014,2/26/14,2,Wednesday,26,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,D,JURAMENTO
2014,2/26/14,2,Wednesday,26,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,D,JURAMENTO
2014,2/26/14,2,Wednesday,26,Molinetes,FUNCIONAMIENTO/ MANTENIMIENTO DE MOLINETES - SUBTE,H,CORRIENTES
2014,2/26/14,2,Wednesday,26,Medios de pago,INCONVENIENTES EN BOLETERIA - SUBTE,H,CORRIENTES
2014,2/26/14,2,Wednesday,26,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,H,CORRIENTES
2014,2/26/14,2,Wednesday,26,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,H,CORRIENTES
2014,2/26/14,2,Wednesday,26,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,H,CORRIENTES
2014,2/26/14,2,Wednesday,26,Inconvenientes con el personal,MALA ATENCION DEL PERSONAL A CARGO - SUBTE,D,PALERMO
2014,2/27/14,2,Thursday,27,Medios de pago,INCONVENIENTES EN BOLETERIA - SUBTE,D,José Hernández
2014,2/27/14,2,Thursday,27,Medios de pago,INCONVENIENTES EN BOLETERIA - SUBTE,D,Congreso de Tucumán
2014,2/27/14,2,Thursday,27,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,Leandro N. Alem
2014,2/27/14,2,Thursday,27,Medios de pago,INCONVENIENTES EN BOLETERIA - SUBTE,B,CALLAO_B
2014,2/27/14,2,Thursday,27,Demoras e Interrupciones,DEMORAS E INTERRUPCIONES - SUBTE,B,DORREGO
2014,2/27/14,2,Thursday,27,Falta de limpieza,FALTA DE HIGIENE EN SUBTE,B,FLORIDA
2014,2/27/14,2,Thursday,27,Inconvenientes con el personal,MALA ATENCION DEL PERSONAL A CARGO - SUBTE,B,FEDERICO LACROZE
2014,2/27/14,2,Thursday,27,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,MALABIA
2014,2/27/14,2,Thursday,27,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,MEDRANO
2014,2/27/14,2,Thursday,27,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,URUGUAY
2014,2/27/14,2,Thursday,27,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,B,URUGUAY
2014,2/27/14,2,Thursday,27,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,URUGUAY
2014,2/27/14,2,Thursday,27,Demoras e Interrupciones,DEMORAS E INTERRUPCIONES - SUBTE,B,URUGUAY
2014,2/27/14,2,Thursday,27,Demoras e Interrupciones,DEMORAS E INTERRUPCIONES - SUBTE,D,9 DE JULIO
2014,2/27/14,2,Thursday,27,Medios de pago,INCONVENIENTES EN BOLETERIA - SUBTE,D,9 DE JULIO
2014,2/27/14,2,Thursday,27,Demoras e Interrupciones,DEMORAS E INTERRUPCIONES - SUBTE,D,9 DE JULIO
2014,2/27/14,2,Thursday,27,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,B,DE LOS INCAS
2014,2/27/14,2,Thursday,27,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,DE LOS INCAS
2014,2/27/14,2,Thursday,27,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,DE LOS INCAS
2014,2/27/14,2,Thursday,27,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,B,DE LOS INCAS
2014,2/27/14,2,Thursday,27,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,DE LOS INCAS
2014,2/27/14,2,Thursday,27,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,DE LOS INCAS
2014,2/27/14,2,Thursday,27,Coches,FUNCIONAMIENTO/ MANTENIMIENTO DE VAGONES - SUBTE,B,DE LOS INCAS
2014,2/27/14,2,Thursday,27,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,Echeverría
2014,2/27/14,2,Thursday,27,Medios de pago,INCONVENIENTES CON  TARJETA SUBE - SUBTE,B,JUAN MANUEL DE ROSAS
2014,2/27/14,2,Thursday,27,Baños,MANTENIMIENTO DE BAÃOS - SUBTE,B,JUAN MANUEL DE ROSAS
2014,2/27/14,2,Thursday,27,Baños,MANTENIMIENTO DE BAÃOS - SUBTE,B,JUAN MANUEL DE ROSAS
2014,2/27/14,2,Thursday,27,Baños,MANTENIMIENTO DE BAÃOS - SUBTE,B,Tronador Villa Ortuzar
2014,2/27/14,2,Thursday,27,Baños,MANTENIMIENTO DE BAÃOS - SUBTE,B,Tronador Villa Ortuzar
2014,2/28/14,2,Friday,28,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,D,Congreso de Tucumán
2014,2/28/14,2,Friday,28,Demoras e Interrupciones,DEMORAS E INTERRUPCIONES - SUBTE,B,CALLAO_B
2014,2/28/14,2,Friday,28,Inconvenientes con el personal,MALA ATENCION DEL PERSONAL A CARGO - SUBTE,B,FLORIDA
2014,2/28/14,2,Friday,28,Inconvenientes con el personal,MALA ATENCION DEL PERSONAL A CARGO - SUBTE,B,FEDERICO LACROZE
2014,2/28/14,2,Friday,28,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,MALABIA
2014,2/28/14,2,Friday,28,Medios de pago,INCONVENIENTES CON  TARJETA SUBE - SUBTE,B,MALABIA
2014,2/28/14,2,Friday,28,Inconvenientes con el personal,MALA ATENCION DEL PERSONAL A CARGO - SUBTE,B,CARLOS PELLEGRINI
2014,2/28/14,2,Friday,28,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,D,9 DE JULIO
2014,2/28/14,2,Friday,28,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,D,Pueyrredón_d
2014,2/28/14,2,Friday,28,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,B,DE LOS INCAS
2014,2/28/14,2,Friday,28,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,DE LOS INCAS
2014,2/28/14,2,Friday,28,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,B,DE LOS INCAS
2014,2/28/14,2,Friday,28,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,DE LOS INCAS
2014,2/28/14,2,Friday,28,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,B,DE LOS INCAS
2014,2/28/14,2,Friday,28,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,DE LOS INCAS
2014,2/28/14,2,Friday,28,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,DE LOS INCAS
2014,2/28/14,2,Friday,28,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,B,DE LOS INCAS
2014,2/28/14,2,Friday,28,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,DE LOS INCAS
2014,2/28/14,2,Friday,28,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,DE LOS INCAS
2014,2/28/14,2,Friday,28,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,B,DE LOS INCAS
2014,2/28/14,2,Friday,28,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,DE LOS INCAS
2014,2/28/14,2,Friday,28,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,B,DE LOS INCAS
2014,2/28/14,2,Friday,28,Baños,MANTENIMIENTO DE BAÃOS - SUBTE,B,DE LOS INCAS
2014,2/28/14,2,Friday,28,Medios de pago,INCONVENIENTES EN BOLETERIA - SUBTE,B,JUAN MANUEL DE ROSAS
2014,2/28/14,2,Friday,28,Felicitaciones,TRATO Y ATENCION DEL PERSONAL - SUBTE,B,Tronador Villa Ortuzar
2014,3/1/14,3,Saturday,1,Falta de limpieza,FALTA DE HIGIENE EN SUBTE,B,CARLOS GARDEL
2014,3/1/14,3,Saturday,1,Deficiencias en información,SEÑALETICA - SUBTE,A,Perú
2014,3/2/14,3,Sunday,2,Baños,FALTA DE BAÑOS - SUBTE,D,Congreso de Tucumán
2014,3/3/14,3,Monday,3,Estaciones,FILTRACIONES - SUBTE,B,CALLAO_B
2014,3/3/14,3,Monday,3,Accesos cerrados,ACCESOS CERRADOS - SUBTE,B,DORREGO
2014,3/3/14,3,Monday,3,Accesos cerrados,ACCESOS CERRADOS - SUBTE,C,Constitución
2014,3/3/14,3,Monday,3,Otros,RECLAMOS REFERIDOS A LA RED WIFI - SUBTE,E,San José
2014,3/4/14,3,Tuesday,4,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,E,VARELA
2014,3/4/14,3,Tuesday,4,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,E,VARELA
2014,3/5/14,3,Wednesday,5,Otros,PROHIBICION DE FUMAR EN ZONAS COMUNES - SUBTE,Sin especificar,Sin especificar
2014,3/5/14,3,Wednesday,5,Temperaturas,ALTAS - BAJAS TEMPERATURAS - SUBTE,D,Congreso de Tucumán
2014,3/5/14,3,Wednesday,5,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,D,CALLAO_D
2014,3/5/14,3,Wednesday,5,Inconvenientes con el personal,MALA ATENCION DEL PERSONAL A CARGO - SUBTE,D,FACULTAD DE MEDICINA
2014,3/5/14,3,Wednesday,5,Falta de limpieza,FALTA DE HIGIENE EN SUBTE,B,MEDRANO
2014,3/5/14,3,Wednesday,5,Coches,FUNCIONAMIENTO/ MANTENIMIENTO DE VAGONES - SUBTE,B,MEDRANO
2014,3/5/14,3,Wednesday,5,Seguridad,DISTURBIOS - SUBTE,B,CARLOS PELLEGRINI
2014,3/5/14,3,Wednesday,5,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,A,PIEDRAS
2014,3/5/14,3,Wednesday,5,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,A,PIEDRAS
2014,3/5/14,3,Wednesday,5,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,A,PIEDRAS
2014,3/5/14,3,Wednesday,5,Demoras e Interrupciones,DEMORAS E INTERRUPCIONES - SUBTE,A,PIEDRAS
2014,3/5/14,3,Wednesday,5,Medios de pago,INCONVENIENTES EN BOLETERIA - SUBTE,H,HUMBERTO PRIMO
2014,3/5/14,3,Wednesday,5,Accesos cerrados,ACCESOS CERRADOS - SUBTE,H,CORRIENTES
2014,3/5/14,3,Wednesday,5,Otros,PROHIBICION DE FUMAR EN ZONAS COMUNES - SUBTE,A,San José de Flores
2014,3/5/14,3,Wednesday,5,Medios de pago,INCONVENIENTES EN BOLETERIA - SUBTE,A,SAN PEDRITO
2014,3/5/14,3,Wednesday,5,Coches,FUNCIONAMIENTO/ MANTENIMIENTO DE VAGONES - SUBTE,D,CATEDRAL
2014,3/5/14,3,Wednesday,5,Coches,FUNCIONAMIENTO/ MANTENIMIENTO DE VAGONES - SUBTE,D,CATEDRAL
2014,3/6/14,3,Thursday,6,Medios de pago,INCONVENIENTES CON  TARJETA SUBE - SUBTE,C,SAN JUAN
2014,3/6/14,3,Thursday,6,Inconvenientes con el personal,MALA ATENCION DEL PERSONAL A CARGO - SUBTE,B,FLORIDA
2014,3/6/14,3,Thursday,6,Medios de pago,INCONVENIENTES EN BOLETERIA - SUBTE,B,ANGEL GALLARDO
2014,3/6/14,3,Thursday,6,Inconvenientes con el personal,MALA ATENCION DEL PERSONAL A CARGO - SUBTE,B,ANGEL GALLARDO
2014,3/6/14,3,Thursday,6,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,FEDERICO LACROZE
2014,3/6/14,3,Thursday,6,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,MALABIA
2014,3/6/14,3,Thursday,6,Falta de limpieza,FALTA DE HIGIENE EN SUBTE,B,MALABIA
2014,3/6/14,3,Thursday,6,Temperaturas,ALTAS - BAJAS TEMPERATURAS - SUBTE,B,MEDRANO
2014,3/6/14,3,Thursday,6,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,MEDRANO
2014,3/6/14,3,Thursday,6,Estaciones,FILTRACIONES - SUBTE,B,MEDRANO
2014,3/6/14,3,Thursday,6,Coches,FUNCIONAMIENTO/ MANTENIMIENTO DE VAGONES - SUBTE,B,MEDRANO
2014,3/6/14,3,Thursday,6,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,MEDRANO
2014,3/6/14,3,Thursday,6,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,MEDRANO
2014,3/6/14,3,Thursday,6,Demoras e Interrupciones,DEMORAS E INTERRUPCIONES - SUBTE,B,CARLOS PELLEGRINI
2014,3/6/14,3,Thursday,6,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,URUGUAY
2014,3/6/14,3,Thursday,6,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,B,URUGUAY
2014,3/6/14,3,Thursday,6,Accesos cerrados,ACCESOS CERRADOS - SUBTE,D,MINISTRO CARRANZA
2014,3/6/14,3,Thursday,6,Baños,FALTA DE BAÑOS - SUBTE,H,CASEROS
2014,3/6/14,3,Thursday,6,Baños,FALTA DE BAÑOS - SUBTE,H,HUMBERTO PRIMO
2014,3/6/14,3,Thursday,6,Baños,FALTA DE BAÑOS - SUBTE,H,Inclán
2014,3/6/14,3,Thursday,6,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,E,AVENIDA LA PLATA
2014,3/6/14,3,Thursday,6,Inconvenientes con el personal,MALA ATENCION DEL PERSONAL A CARGO - SUBTE,C,RETIRO
2014,3/6/14,3,Thursday,6,Baños,MANTENIMIENTO DE BAÃOS - SUBTE,C,RETIRO
2014,3/6/14,3,Thursday,6,Seguridad,DISTURBIOS - SUBTE,C,SAN JUAN
2014,3/6/14,3,Thursday,6,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,C,SAN JUAN
2014,3/6/14,3,Thursday,6,Falta de limpieza,FALTA DE HIGIENE EN SUBTE,C,SAN JUAN
2014,3/6/14,3,Thursday,6,Inconvenientes con el personal,MALA ATENCION DEL PERSONAL A CARGO - SUBTE,C,General San Martín
2014,3/6/14,3,Thursday,6,Inconvenientes con el personal,MALA ATENCION DEL PERSONAL A CARGO - SUBTE,C,General San Martín
2014,3/6/14,3,Thursday,6,Felicitaciones,INSTALACIONES Y SERVICIOS - SUBTE,C,General San Martín
2014,3/6/14,3,Thursday,6,Seguridad,DISTURBIOS - SUBTE,B,URUGUAY
2014,3/6/14,3,Thursday,6,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,E,VARELA
2014,3/6/14,3,Thursday,6,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,E,VARELA
2014,3/6/14,3,Thursday,6,Estaciones,FILTRACIONES - SUBTE,E,VARELA
2014,3/7/14,3,Friday,7,Falta de limpieza,FALTA DE HIGIENE EN SUBTE,Sin especificar,Sin especificar
2014,3/7/14,3,Friday,7,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,D,José Hernández
2014,3/7/14,3,Friday,7,Medios de pago,INCONVENIENTES CON  TARJETA SUBE - SUBTE,A,CONGRESO
2014,3/7/14,3,Friday,7,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,D,Congreso de Tucumán
2014,3/7/14,3,Friday,7,Inconvenientes con el personal,MALA ATENCION DEL PERSONAL A CARGO - SUBTE,B,Leandro N. Alem
2014,3/7/14,3,Friday,7,Medios de pago,INCONVENIENTES EN BOLETERIA - SUBTE,B,Leandro N. Alem
2014,3/7/14,3,Friday,7,Coches,FUNCIONAMIENTO/ MANTENIMIENTO DE VAGONES - SUBTE,B,Leandro N. Alem
2014,3/7/14,3,Friday,7,Medios de pago,INCONVENIENTES EN BOLETERIA - SUBTE,B,CALLAO_B
2014,3/7/14,3,Friday,7,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,B,CALLAO_B
2014,3/7/14,3,Friday,7,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,CALLAO_B
2014,3/7/14,3,Friday,7,Inconvenientes con el personal,MALA ATENCION DEL PERSONAL A CARGO - SUBTE,B,DORREGO
2014,3/7/14,3,Friday,7,Medios de pago,INCONVENIENTES CON  TARJETA SUBE - SUBTE,B,ANGEL GALLARDO
2014,3/7/14,3,Friday,7,Inconvenientes con el personal,MALA ATENCION DEL PERSONAL A CARGO - SUBTE,B,ANGEL GALLARDO
2014,3/7/14,3,Friday,7,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,FEDERICO LACROZE
2014,3/7/14,3,Friday,7,Inconvenientes con el personal,MALA ATENCION DEL PERSONAL A CARGO - SUBTE,B,FEDERICO LACROZE
2014,3/7/14,3,Friday,7,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,MALABIA
2014,3/7/14,3,Friday,7,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,MALABIA
2014,3/7/14,3,Friday,7,Medios de pago,INCONVENIENTES CON  TARJETA SUBE - SUBTE,B,MALABIA
2014,3/7/14,3,Friday,7,Medios de pago,INCONVENIENTES CON  TARJETA SUBE - SUBTE,B,MEDRANO
2014,3/7/14,3,Friday,7,Demoras e Interrupciones,DEMORAS E INTERRUPCIONES - SUBTE,B,MEDRANO
2014,3/7/14,3,Friday,7,Medios de pago,INCONVENIENTES EN BOLETERIA - SUBTE,B,MEDRANO
2014,3/7/14,3,Friday,7,Falta de limpieza,FALTA DE HIGIENE EN SUBTE,B,CARLOS PELLEGRINI
2014,3/7/14,3,Friday,7,Medios de pago,INCONVENIENTES EN BOLETERIA - SUBTE,A,LIMA
2014,3/7/14,3,Friday,7,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,A,PIEDRAS
2014,3/7/14,3,Friday,7,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,A,PIEDRAS
2014,3/7/14,3,Friday,7,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,D,JURAMENTO
2014,3/7/14,3,Friday,7,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,C,SAN JUAN
2014,3/7/14,3,Friday,7,Medios de pago,INCONVENIENTES EN BOLETERIA - SUBTE,B,JUAN MANUEL DE ROSAS
2014,3/7/14,3,Friday,7,Medios de pago,INCONVENIENTES CON  TARJETA SUBE - SUBTE,B,JUAN MANUEL DE ROSAS
2014,3/7/14,3,Friday,7,Medios de pago,INCONVENIENTES EN BOLETERIA - SUBTE,B,JUAN MANUEL DE ROSAS
2014,3/7/14,3,Friday,7,Baños,MANTENIMIENTO DE BAÃOS - SUBTE,B,Tronador Villa Ortuzar
2014,3/7/14,3,Friday,7,Coches,FUNCIONAMIENTO/ MANTENIMIENTO DE VAGONES - SUBTE,B,Tronador Villa Ortuzar
2014,3/7/14,3,Friday,7,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,B,Tronador Villa Ortuzar
2014,3/7/14,3,Friday,7,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,E,VARELA
2014,3/7/14,3,Friday,7,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,E,VARELA
2014,3/8/14,3,Saturday,8,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,A,CASTRO BARROS
