Año,Fecha,Mes,Día de la semana,Día,Tema,Sub Tema,Línea,Estación,
2017,02/01/2017,1,Monday,2,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,LINEA H,Santa Fe,
2017,02/01/2017,1,Monday,2,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,LINEA H,Santa Fe,
2017,02/01/2017,1,Monday,2,Inconvenientes con el personal,INCONVENIENTES CON EL PERSONAL - SUBTE,LINEA H,Venezuela,
2017,02/01/2017,1,Monday,2,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,LINEA H,Las Heras,
2017,02/01/2017,1,Monday,2,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,LINEA H,Caseros,
2017,02/01/2017,1,Monday,2,Estaciones,INFRAESTRUCTURA DE ESTACIONES - SUBTE,LINEA D,Congreso de Tucumán,
2017,02/01/2017,1,Monday,2,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,LINEA H,Once,
2017,02/01/2017,1,Monday,2,Inconvenientes con el personal,INCONVENIENTES CON EL PERSONAL - SUBTE,LINEA H,Humberto Primo,
2017,02/01/2017,1,Monday,2,Estaciones,INFRAESTRUCTURA DE ESTACIONES - SUBTE,LINEA H,Humberto Primo,
2017,02/01/2017,1,Monday,2,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,LINEA D,Agüero,
2017,02/01/2017,1,Monday,2,Estaciones,INFRAESTRUCTURA DE ESTACIONES - SUBTE,LINEA H,Hospitales,
2017,02/01/2017,1,Monday,2,Coches,FUNCIONAMIENTO/ MANTENIMIENTO DE COCHES - SUBTE,LINEA D,Palermo,
2017,02/01/2017,1,Monday,2,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,LINEA E,Bolívar,
2017,02/01/2017,1,Monday,2,Coches,FUNCIONAMIENTO/ MANTENIMIENTO DE COCHES - SUBTE,LINEA H,Corrientes,
2017,02/01/2017,1,Monday,2,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,LINEA D,Catedral,
2017,02/01/2017,1,Monday,2,Demoras e Interrupciones,DEMORAS - SUBTE,LINEA E,Plaza de los Virreyes,
2017,02/01/2017,1,Monday,2,Inconvenientes con el personal,INCONVENIENTES CON EL PERSONAL - SUBTE,LINEA D,Catedral,
2017,02/01/2017,1,Monday,2,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,LINEA A,Río de Janeiro,
2017,02/01/2017,1,Monday,2,Inconvenientes con el personal,INCONVENIENTES CON EL PERSONAL - SUBTE,LINEA B,Malabia,
2017,02/01/2017,1,Monday,2,Temperaturas,ALTAS - BAJAS TEMPERATURAS - SUBTE,LINEA B,Malabia,
2017,02/01/2017,1,Monday,2,Inconvenientes con el personal,INCONVENIENTES CON EL PERSONAL - SUBTE,LINEA B,Angel Gallardo,
2017,02/01/2017,1,Monday,2,Demoras e Interrupciones,DEMORAS - SUBTE,LINEA B,Medrano,
2017,02/01/2017,1,Monday,2,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,LINEA B,Medrano,
2017,02/01/2017,1,Monday,2,FELICITACIONES,FELICITACIONES - INSTALACIONES,SERVICIOS Y PERSONAL - SUBTE,LINEA B,De Los Incas
2017,02/01/2017,1,Monday,2,Inconvenientes con el personal,INCONVENIENTES CON EL PERSONAL - SUBTE,LINEA C,Retiro,
2017,02/01/2017,1,Monday,2,Inconvenientes con el personal,INCONVENIENTES CON EL PERSONAL - SUBTE,LINEA C,Retiro,
2017,02/01/2017,1,Monday,2,Demoras e Interrupciones,DEMORAS - SUBTE,LINEA E,José María Moreno,
2017,02/01/2017,1,Monday,2,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,LINEA E,José María Moreno,
2017,02/01/2017,1,Monday,2,Inconvenientes con el personal,INCONVENIENTES CON EL PERSONAL - SUBTE,LINEA C,Retiro,
2017,02/01/2017,1,Monday,2,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,LINEA C,San Juan,
2017,02/01/2017,1,Monday,2,Inconvenientes con el personal,INCONVENIENTES CON EL PERSONAL - SUBTE,LINEA C,Retiro,
2017,02/01/2017,1,Monday,2,Inconvenientes con el personal,INCONVENIENTES CON EL PERSONAL - SUBTE,LINEA C,Constitución,
2017,02/01/2017,1,Monday,2,Temperaturas,ALTAS - BAJAS TEMPERATURAS - SUBTE,LINEA E,Plaza de los Virreyes,
2017,02/01/2017,1,Monday,2,Demoras e Interrupciones,DEMORAS - SUBTE,LINEA E,Jujuy,
2017,03/01/2017,1,Tuesday,3,Coches,FUNCIONAMIENTO/ MANTENIMIENTO DE COCHES - SUBTE,Sin especificar,Sin especificar,
2017,03/01/2017,1,Tuesday,3,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,Sin especificar,Sin especificar,
2017,03/01/2017,1,Tuesday,3,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,Sin especificar,Sin especificar,
2017,03/01/2017,1,Tuesday,3,Demoras e Interrupciones,DEMORAS - SUBTE,LINEA E,Plaza de los Virreyes,
2017,03/01/2017,1,Tuesday,3,Demoras e Interrupciones,DEMORAS - SUBTE,LINEA E,Plaza de los Virreyes,
2017,03/01/2017,1,Tuesday,3,Demoras e Interrupciones,DEMORAS - SUBTE,LINEA E,Boedo,
2017,03/01/2017,1,Tuesday,3,Inconvenientes con el personal,INCONVENIENTES CON EL PERSONAL - SUBTE,LINEA B,Leandro N. Alem,
2017,03/01/2017,1,Tuesday,3,Demoras e Interrupciones,INTERRUPCIONES - SUBTE,LINEA E,Plaza de los Virreyes,
2017,03/01/2017,1,Tuesday,3,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,LINEA B,Florida,
2017,03/01/2017,1,Tuesday,3,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,LINEA B,Florida,
2017,03/01/2017,1,Tuesday,3,Emergencias,ELEMENTOS PARA URGENCIAS Y/O EMERGENCIAS - SUBTE,LINEA B,Florida,
2017,03/01/2017,1,Tuesday,3,Demoras e Interrupciones,DEMORAS - SUBTE,LINEA E,Varela,
2017,03/01/2017,1,Tuesday,3,Medios de pago,TERMINALES DE AUTOCONSULTA -SUBTE,LINEA B,Carlos Pellegrini,
2017,03/01/2017,1,Tuesday,3,Medios de pago,MEDIOS DE PAGO - SUBTE,LINEA B,Carlos Pellegrini,
2017,03/01/2017,1,Tuesday,3,Demoras e Interrupciones,DEMORAS - SUBTE,LINEA H,Caseros,
2017,03/01/2017,1,Tuesday,3,Medios de pago,TERMINALES DE AUTOCONSULTA -SUBTE,LINEA B,Carlos Pellegrini,
2017,03/01/2017,1,Tuesday,3,Inconvenientes con el personal,INCONVENIENTES CON EL PERSONAL - SUBTE,LINEA B,Callao_B,
2017,03/01/2017,1,Tuesday,3,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,LINEA B,De Los Incas,
2017,03/01/2017,1,Tuesday,3,Medios de pago,MEDIOS DE PAGO - SUBTE,LINEA A,Pasco,
2017,03/01/2017,1,Tuesday,3,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,LINEA A,Carabobo,
2017,03/01/2017,1,Tuesday,3,Demoras e Interrupciones,DEMORAS - SUBTE,LINEA E,Jujuy,
2017,03/01/2017,1,Tuesday,3,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,LINEA A,Carabobo,
2017,03/01/2017,1,Tuesday,3,Estaciones,INFRAESTRUCTURA DE ESTACIONES - SUBTE,LINEA A,Carabobo,
2017,03/01/2017,1,Tuesday,3,FELICITACIONES,FELICITACIONES - INSTALACIONES,SERVICIOS Y PERSONAL - SUBTE,LINEA A,Congreso
2017,03/01/2017,1,Tuesday,3,Deficiencias en información,MAPAS Y CARTELES DE ORIENTACION EN ESTACIONES Y/O ACCESOS - SUBTE,LINEA H,Corrientes,
2017,03/01/2017,1,Tuesday,3,Deficiencias en información,MAPAS Y CARTELES DE ORIENTACION EN ESTACIONES Y/O ACCESOS - SUBTE,LINEA H,Santa Fe,
2017,03/01/2017,1,Tuesday,3,Deficiencias en información,MAPAS Y CARTELES DE ORIENTACION EN ESTACIONES Y/O ACCESOS - SUBTE,LINEA H,Santa Fe,
2017,03/01/2017,1,Tuesday,3,Demoras e Interrupciones,DEMORAS - SUBTE,LINEA E,General Urquiza,
2017,03/01/2017,1,Tuesday,3,Demoras e Interrupciones,DEMORAS - SUBTE,LINEA E,Jujuy,
2017,03/01/2017,1,Tuesday,3,Demoras e Interrupciones,DEMORAS - SUBTE,LINEA E,General Urquiza,
2017,03/01/2017,1,Tuesday,3,Demoras e Interrupciones,DEMORAS - SUBTE,LINEA E,Plaza de los Virreyes,
2017,03/01/2017,1,Tuesday,3,Demoras e Interrupciones,DEMORAS - SUBTE,LINEA D,Agüero,
2017,03/01/2017,1,Tuesday,3,Medios de pago,DISPONIBILIDAD DE CAMBIO EN BOLETERÍAS - SUBTE,LINEA D,Tribunales,
2017,03/01/2017,1,Tuesday,3,Medios de pago,DISPONIBILIDAD DE CAMBIO EN BOLETERÍAS - SUBTE,LINEA D,Callao_D,
2017,03/01/2017,1,Tuesday,3,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,LINEA A,Carabobo,
2017,03/01/2017,1,Tuesday,3,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,LINEA A,Carabobo,
2017,03/01/2017,1,Tuesday,3,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,LINEA A,Carabobo,
2017,03/01/2017,1,Tuesday,3,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,LINEA A,Carabobo,
2017,03/01/2017,1,Tuesday,3,Medios de pago,MEDIOS DE PAGO - SUBTE,LINEA A,Lima,
2017,03/01/2017,1,Tuesday,3,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,LINEA A,Acoyte,
2017,03/01/2017,1,Tuesday,3,Deficiencias en información,SISTEMA DE AUDIO EN COCHES Y ESTACIONES - SUBTE,LINEA A,San Pedrito,
2017,03/01/2017,1,Tuesday,3,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,LINEA A,Puan,
2017,03/01/2017,1,Tuesday,3,Medios de pago,MEDIOS DE PAGO - SUBTE,LINEA A,San Pedrito,
2017,03/01/2017,1,Tuesday,3,Molinetes,FUNCIONAMIENTO/ MANTENIMIENTO DE MOLINETES - SUBTE,LINEA A,San Pedrito,
2017,03/01/2017,1,Tuesday,3,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,LINEA A,Primera Junta,
2017,03/01/2017,1,Tuesday,3,Falta de limpieza,LIMPIEZA - SUBTE,LINEA A,Primera Junta,
2017,03/01/2017,1,Tuesday,3,Coches,FUNCIONAMIENTO/ MANTENIMIENTO DE COCHES - SUBTE,LINEA D,Catedral,
2017,03/01/2017,1,Tuesday,3,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,LINEA A,Puan,
2017,03/01/2017,1,Tuesday,3,FELICITACIONES,FELICITACIONES - INSTALACIONES,SERVICIOS Y PERSONAL - SUBTE,LINEA A,Primera Junta
2017,03/01/2017,1,Tuesday,3,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,LINEA A,Acoyte,
2017,03/01/2017,1,Tuesday,3,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,LINEA D,José Hernández,
2017,03/01/2017,1,Tuesday,3,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,LINEA D,José Hernández,
2017,03/01/2017,1,Tuesday,3,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,LINEA D,José Hernández,
2017,03/01/2017,1,Tuesday,3,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,LINEA D,José Hernández,
2017,03/01/2017,1,Tuesday,3,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,LINEA D,Facultad de Medicina,
2017,03/01/2017,1,Tuesday,3,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,LINEA D,Facultad de Medicina,
2017,03/01/2017,1,Tuesday,3,Medios de pago,TERMINALES DE AUTOCONSULTA -SUBTE,LINEA D,José Hernández,
2017,03/01/2017,1,Tuesday,3,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,LINEA D,José Hernández,
2017,03/01/2017,1,Tuesday,3,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,LINEA D,José Hernández,
2017,03/01/2017,1,Tuesday,3,Deficiencias en información,MAPAS Y CARTELES DE ORIENTACION EN ESTACIONES Y/O ACCESOS - SUBTE,LINEA E,Varela,
2017,03/01/2017,1,Tuesday,3,Estaciones,INFRAESTRUCTURA DE ESTACIONES - SUBTE,LINEA D,José Hernández,
2017,03/01/2017,1,Tuesday,3,Temperaturas,ALTAS - BAJAS TEMPERATURAS - SUBTE,LINEA D,José Hernández,
2017,03/01/2017,1,Tuesday,3,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,LINEA D,José Hernández,
2017,03/01/2017,1,Tuesday,3,Temperaturas,ALTAS - BAJAS TEMPERATURAS - SUBTE,LINEA D,José Hernández,
2017,03/01/2017,1,Tuesday,3,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,LINEA D,José Hernández,
2017,03/01/2017,1,Tuesday,3,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,LINEA D,Juramento,
2017,03/01/2017,1,Tuesday,3,Deficiencias en información,SISTEMA DE AUDIO EN COCHES Y ESTACIONES - SUBTE,LINEA D,José Hernández,
2017,03/01/2017,1,Tuesday,3,Deficiencias en información,MAPAS Y CARTELES DE ORIENTACION EN ESTACIONES Y/O ACCESOS - SUBTE,LINEA D,José Hernández,
2017,03/01/2017,1,Tuesday,3,Coches,FUNCIONAMIENTO/ MANTENIMIENTO DE COCHES - SUBTE,LINEA D,José Hernández,
2017,03/01/2017,1,Tuesday,3,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,LINEA D,José Hernández,
2017,03/01/2017,1,Tuesday,3,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,LINEA D,José Hernández,
2017,03/01/2017,1,Tuesday,3,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,LINEA D,José Hernández,
2017,03/01/2017,1,Tuesday,3,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,LINEA D,José Hernández,
2017,03/01/2017,1,Tuesday,3,Temperaturas,ALTAS - BAJAS TEMPERATURAS - SUBTE,LINEA D,Congreso de Tucumán,
2017,03/01/2017,1,Tuesday,3,Temperaturas,ALTAS - BAJAS TEMPERATURAS - SUBTE,LINEA H,Hospitales,
2017,03/01/2017,1,Tuesday,3,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,LINEA D,José Hernández,
2017,03/01/2017,1,Tuesday,3,Accesos cerrados,ACCESOS CERRADOS - SUBTE,LINEA B,Federico Lacroze,
2017,04/01/2017,1,Wednesday,4,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,LINEA D,José Hernández,
2017,04/01/2017,1,Wednesday,4,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,LINEA D,José Hernández,
2017,04/01/2017,1,Wednesday,4,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,LINEA D,José Hernández,
2017,04/01/2017,1,Wednesday,4,FELICITACIONES,FELICITACIONES - INSTALACIONES,SERVICIOS Y PERSONAL - SUBTE,LINEA D,Juramento
2017,04/01/2017,1,Wednesday,4,Coches,FUNCIONAMIENTO/ MANTENIMIENTO DE COCHES - SUBTE,LINEA D,Juramento,
2017,04/01/2017,1,Wednesday,4,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,LINEA E,José María Moreno,
2017,04/01/2017,1,Wednesday,4,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,LINEA D,Juramento,
2017,04/01/2017,1,Wednesday,4,Coches,FUNCIONAMIENTO/ MANTENIMIENTO DE COCHES - SUBTE,LINEA E,General Urquiza,
2017,04/01/2017,1,Wednesday,4,Demoras e Interrupciones,DEMORAS - SUBTE,LINEA E,Plaza de los Virreyes,
2017,04/01/2017,1,Wednesday,4,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,LINEA D,Juramento,
2017,04/01/2017,1,Wednesday,4,Temperaturas,ALTAS - BAJAS TEMPERATURAS - SUBTE,LINEA D,Congreso de Tucumán,
2017,04/01/2017,1,Wednesday,4,Falta de limpieza,LIMPIEZA - SUBTE,LINEA D,Juramento,
2017,04/01/2017,1,Wednesday,4,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,LINEA D,Juramento,
2017,04/01/2017,1,Wednesday,4,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,LINEA D,Juramento,
2017,04/01/2017,1,Wednesday,4,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,LINEA D,Juramento,
2017,04/01/2017,1,Wednesday,4,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,LINEA D,Juramento,
2017,04/01/2017,1,Wednesday,4,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,LINEA D,Juramento,
2017,04/01/2017,1,Wednesday,4,Demoras e Interrupciones,DEMORAS - SUBTE,LINEA D,Juramento,
2017,04/01/2017,1,Wednesday,4,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,LINEA D,Juramento,
2017,04/01/2017,1,Wednesday,4,Medios de pago,PASES Y ABONOS - SUBTE,LINEA D,Juramento,
2017,04/01/2017,1,Wednesday,4,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,LINEA D,Juramento,
2017,04/01/2017,1,Wednesday,4,FELICITACIONES,FELICITACIONES - INSTALACIONES,SERVICIOS Y PERSONAL - SUBTE,LINEA D,Juramento
2017,04/01/2017,1,Wednesday,4,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,LINEA D,Juramento,
2017,04/01/2017,1,Wednesday,4,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,LINEA D,Juramento,
2017,04/01/2017,1,Wednesday,4,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,LINEA D,Juramento,
2017,04/01/2017,1,Wednesday,4,Falta de limpieza,LIMPIEZA - SUBTE,LINEA D,Juramento,
2017,04/01/2017,1,Wednesday,4,Inconvenientes con el personal,INCONVENIENTES CON EL PERSONAL - SUBTE,LINEA D,Juramento,
2017,04/01/2017,1,Wednesday,4,Falta de limpieza,LIMPIEZA - SUBTE,LINEA D,Juramento,
2017,04/01/2017,1,Wednesday,4,FELICITACIONES,FELICITACIONES - INSTALACIONES,SERVICIOS Y PERSONAL - SUBTE,LINEA D,Juramento
2017,04/01/2017,1,Wednesday,4,Medios de pago,MEDIOS DE PAGO - SUBTE,LINEA D,Juramento,
2017,04/01/2017,1,Wednesday,4,Coches,FUNCIONAMIENTO/ MANTENIMIENTO DE COCHES - SUBTE,LINEA D,Juramento,
2017,04/01/2017,1,Wednesday,4,Medios de pago,TERMINALES DE AUTOCONSULTA -SUBTE,LINEA D,Juramento,
2017,04/01/2017,1,Wednesday,4,Seguridad,DISTURBIOS - SUBTE,LINEA D,Congreso de Tucumán,
2017,04/01/2017,1,Wednesday,4,Estaciones,INFRAESTRUCTURA DE ESTACIONES - SUBTE,LINEA D,Congreso de Tucumán,
2017,04/01/2017,1,Wednesday,4,Estaciones,INFRAESTRUCTURA DE ESTACIONES - SUBTE,LINEA D,Congreso de Tucumán,
2017,04/01/2017,1,Wednesday,4,Inconvenientes con el personal,INCONVENIENTES CON EL PERSONAL - SUBTE,LINEA D,Congreso de Tucumán,
2017,04/01/2017,1,Wednesday,4,Estaciones,INFRAESTRUCTURA DE ESTACIONES - SUBTE,LINEA D,Congreso de Tucumán,
2017,04/01/2017,1,Wednesday,4,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,LINEA D,Congreso de Tucumán,
2017,04/01/2017,1,Wednesday,4,Venta ambulante,VENTA AMBULANTE - SUBTE,LINEA D,Congreso de Tucumán,
2017,04/01/2017,1,Wednesday,4,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,LINEA D,Congreso de Tucumán,
2017,04/01/2017,1,Wednesday,4,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,LINEA D,Congreso de Tucumán,
2017,04/01/2017,1,Wednesday,4,Estaciones,INFRAESTRUCTURA DE ESTACIONES - SUBTE,LINEA D,Congreso de Tucumán,
