Año,Fecha,Mes,Día de la semana,Día,Tema,Sub Tema,Línea,Estación,
2015,1/7/15,1,Wednesday,7,Deficiencias en información,SEÑALETICA - SUBTE,B,CALLAO_B,
2015,1/7/15,1,Wednesday,7,Medios de pago,INCONVENIENTES EN BOLETERIA - SUBTE,B,FEDERICO LACROZE,
2015,1/7/15,1,Wednesday,7,Medios de pago,INCONVENIENTES EN BOLETERIA - SUBTE,B,FEDERICO LACROZE,
2015,1/7/15,1,Wednesday,7,Inconvenientes con el personal,INCONVENIENTES CON EL PERSONAL - SUBTE,B,MALABIA,
2015,1/7/15,1,Wednesday,7,Inconvenientes con el personal,INCONVENIENTES CON EL PERSONAL - SUBTE,B,MEDRANO,
2015,1/7/15,1,Wednesday,7,Inconvenientes con el personal,INCONVENIENTES CON EL PERSONAL - SUBTE,B,PASTEUR,
2015,1/7/15,1,Wednesday,7,Medios de pago,INCONVENIENTES EN BOLETERIA - SUBTE,B,CARLOS PELLEGRINI,
2015,1/7/15,1,Wednesday,7,Inconvenientes con el personal,INCONVENIENTES CON EL PERSONAL - SUBTE,B,CARLOS PELLEGRINI,
2015,1/7/15,1,Wednesday,7,Medios de pago,MEDIOS DE PAGO - SUBTE,B,CARLOS PELLEGRINI,
2015,1/7/15,1,Wednesday,7,Inconvenientes con el personal,INCONVENIENTES CON EL PERSONAL - SUBTE,B,Pueyrredón_b,
2015,1/7/15,1,Wednesday,7,Medios de pago,MEDIOS DE PAGO - SUBTE,B,URUGUAY,
2015,1/7/15,1,Wednesday,7,Deficiencias en información,SEÑALETICA - SUBTE,B,URUGUAY,
2015,1/7/15,1,Wednesday,7,Deficiencias en información,SEÑALETICA - SUBTE,B,URUGUAY,
2015,1/7/15,1,Wednesday,7,Deficiencias en información,SEÑALETICA - SUBTE,A,LIMA,
2015,1/7/15,1,Wednesday,7,Medios de pago,MEDIOS DE PAGO - SUBTE,A,PIEDRAS,
2015,1/7/15,1,Wednesday,7,Inconvenientes con el personal,INCONVENIENTES CON EL PERSONAL - SUBTE,A,Sáenz Peña,
2015,1/7/15,1,Wednesday,7,Demoras e Interrupciones,DEMORAS - SUBTE,E,Entre Ríos,
2015,1/7/15,1,Wednesday,7,Medios de pago,INCONVENIENTES EN BOLETERIA - SUBTE,D,JURAMENTO,
2015,1/7/15,1,Wednesday,7,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,D,JURAMENTO,
2015,1/7/15,1,Wednesday,7,Medios de pago,MEDIOS DE PAGO - SUBTE,D,JURAMENTO,
2015,1/7/15,1,Wednesday,7,Molinetes,FUNCIONAMIENTO/ MANTENIMIENTO DE MOLINETES - SUBTE,C,Constitución,
2015,1/7/15,1,Wednesday,7,Accesos cerrados,ACCESOS CERRADOS - SUBTE,C,Constitución,
2015,1/7/15,1,Wednesday,7,Estaciones,FILTRACIONES - SUBTE,E,EMILIO MITRE,
2015,1/7/15,1,Wednesday,7,Medios de pago,INCONVENIENTES EN BOLETERIA - SUBTE,C,MARIANO MORENO,
2015,1/7/15,1,Wednesday,7,Inconvenientes con el personal,INCONVENIENTES CON EL PERSONAL - SUBTE,H,CORRIENTES,
2015,1/7/15,1,Wednesday,7,Accesos cerrados,ACCESOS CERRADOS - SUBTE,C,RETIRO,
2015,1/7/15,1,Wednesday,7,Inconvenientes con el personal,INCONVENIENTES CON EL PERSONAL - SUBTE,C,RETIRO,
2015,1/7/15,1,Wednesday,7,Coches,FUNCIONAMIENTO/ MANTENIMIENTO DE COCHES - SUBTE,A,ACOYTE,
2015,1/7/15,1,Wednesday,7,Temperaturas,ALTAS - BAJAS TEMPERATURAS - SUBTE,A,ACOYTE,
2015,1/7/15,1,Wednesday,7,Medios de pago,MEDIOS DE PAGO - SUBTE,A,San José de Flores,
2015,1/7/15,1,Wednesday,7,Medios de pago,INCONVENIENTES EN BOLETERIA - SUBTE,A,SAN PEDRITO,
2015,1/7/15,1,Wednesday,7,Inconvenientes con el personal,INCONVENIENTES CON EL PERSONAL - SUBTE,A,SAN PEDRITO,
2015,1/7/15,1,Wednesday,7,Inconvenientes con el personal,INCONVENIENTES CON EL PERSONAL - SUBTE,A,SAN PEDRITO,
2015,1/7/15,1,Wednesday,7,Medios de pago,INCONVENIENTES EN BOLETERIA - SUBTE,A,PUAN,
2015,1/7/15,1,Wednesday,7,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,A,PUAN,
2015,1/7/15,1,Wednesday,7,Medios de pago,INCONVENIENTES EN BOLETERIA - SUBTE,A,Río de Janeiro,
2015,1/7/15,1,Wednesday,7,Medios de pago,INCONVENIENTES EN BOLETERIA - SUBTE,A,PRIMERA JUNTA,
2015,1/7/15,1,Wednesday,7,Baños,MANTENIMIENTO DE BAÑOS - SUBTE,A,PRIMERA JUNTA,
2015,1/7/15,1,Wednesday,7,Baños,MANTENIMIENTO DE BAÑOS - SUBTE,A,PRIMERA JUNTA,
2015,1/7/15,1,Wednesday,7,Falta de limpieza,LIMPIEZA - SUBTE,A,PRIMERA JUNTA,
2015,1/7/15,1,Wednesday,7,Medios de pago,INCONVENIENTES EN BOLETERIA - SUBTE,D,CATEDRAL,
2015,1/7/15,1,Wednesday,7,Falta de limpieza,LIMPIEZA - SUBTE,C,DIAGONAL NORTE,
2015,1/7/15,1,Wednesday,7,Coches,FUNCIONAMIENTO/ MANTENIMIENTO DE COCHES - SUBTE,D,AGÜERO,
2015,1/7/15,1,Wednesday,7,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,D,AGÜERO,
2015,1/7/15,1,Wednesday,7,Inconvenientes con el personal,INCONVENIENTES CON EL PERSONAL - SUBTE,D,BULNES,
2015,1/7/15,1,Wednesday,7,Coches,FUNCIONAMIENTO/ MANTENIMIENTO DE COCHES - SUBTE,D,BULNES,
2015,1/7/15,1,Wednesday,7,Coches,FUNCIONAMIENTO/ MANTENIMIENTO DE COCHES - SUBTE,D,BULNES,
2015,1/7/15,1,Wednesday,7,Medios de pago,MEDIOS DE PAGO - SUBTE,C,General San Martín,
2015,1/7/15,1,Wednesday,7,Inconvenientes con el personal,INCONVENIENTES CON EL PERSONAL - SUBTE,D,PALERMO,
2015,1/7/15,1,Wednesday,7,Inconvenientes con el personal,INCONVENIENTES CON EL PERSONAL - SUBTE,D,Pueyrredón_d,
2015,1/7/15,1,Wednesday,7,Coches,FUNCIONAMIENTO/ MANTENIMIENTO DE COCHES - SUBTE,D,SCALABRINI ORTIZ,
2015,1/7/15,1,Wednesday,7,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,DE LOS INCAS,
2015,1/7/15,1,Wednesday,7,Falta de limpieza,LIMPIEZA - SUBTE,B,DE LOS INCAS,
2015,1/7/15,1,Wednesday,7,Falta de limpieza,LIMPIEZA - SUBTE,B,DE LOS INCAS,
2015,1/7/15,1,Wednesday,7,Temperaturas,ALTAS - BAJAS TEMPERATURAS - SUBTE,A,PLAZA DE MAYO,
2015,1/7/15,1,Wednesday,7,Coches,FUNCIONAMIENTO/ MANTENIMIENTO DE COCHES - SUBTE,A,PLAZA DE MAYO,
2015,1/8/15,1,Thursday,8,Medios de pago,MEDIOS DE PAGO - SUBTE,H,HOSPITALES,
2015,1/8/15,1,Thursday,8,Inconvenientes con el personal,INCONVENIENTES CON EL PERSONAL - SUBTE,D,Congreso de Tucumán,
2015,1/8/15,1,Thursday,8,Inconvenientes con el personal,INCONVENIENTES CON EL PERSONAL - SUBTE,D,Congreso de Tucumán,
2015,1/8/15,1,Thursday,8,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,D,CALLAO_D,
2015,1/8/15,1,Thursday,8,Medios de pago,MEDIOS DE PAGO - SUBTE,D,FACULTAD DE MEDICINA,
2015,1/8/15,1,Thursday,8,Inconvenientes con el personal,INCONVENIENTES CON EL PERSONAL - SUBTE,D,FACULTAD DE MEDICINA,
2015,1/8/15,1,Thursday,8,Inconvenientes con el personal,INCONVENIENTES CON EL PERSONAL - SUBTE,B,CALLAO_B,
2015,1/8/15,1,Thursday,8,Medios de pago,MEDIOS DE PAGO - SUBTE,B,ANGEL GALLARDO,
2015,1/8/15,1,Thursday,8,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,FEDERICO LACROZE,
2015,1/8/15,1,Thursday,8,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,FEDERICO LACROZE,
2015,1/8/15,1,Thursday,8,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,FEDERICO LACROZE,
2015,1/8/15,1,Thursday,8,Medios de pago,MEDIOS DE PAGO - SUBTE,B,CARLOS PELLEGRINI,
2015,1/8/15,1,Thursday,8,Medios de pago,MEDIOS DE PAGO - SUBTE,B,CARLOS PELLEGRINI,
2015,1/8/15,1,Thursday,8,Inconvenientes con el personal,INCONVENIENTES CON EL PERSONAL - SUBTE,A,LIMA,
2015,1/8/15,1,Thursday,8,Inconvenientes con el personal,INCONVENIENTES CON EL PERSONAL - SUBTE,A,LIMA,
2015,1/8/15,1,Thursday,8,Coches,FUNCIONAMIENTO/ MANTENIMIENTO DE COCHES - SUBTE,A,LIMA,
2015,1/8/15,1,Thursday,8,Inconvenientes con el personal,INCONVENIENTES CON EL PERSONAL - SUBTE,A,Sáenz Peña,
2015,1/8/15,1,Thursday,8,Accesos cerrados,ACCESOS CERRADOS - SUBTE,D,MINISTRO CARRANZA,
2015,1/8/15,1,Thursday,8,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,D,MINISTRO CARRANZA,
2015,1/8/15,1,Thursday,8,Felicitaciones,TRATO Y ATENCION DEL PERSONAL - SUBTE,C,INDEPENDENCIA_C,
2015,1/8/15,1,Thursday,8,Medios de pago,MEDIOS DE PAGO - SUBTE,H,Inclán,
2015,1/8/15,1,Thursday,8,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,D,JURAMENTO,
2015,1/8/15,1,Thursday,8,Estaciones,FILTRACIONES - SUBTE,D,JURAMENTO,
2015,1/8/15,1,Thursday,8,Falta de limpieza,LIMPIEZA - SUBTE,D,JURAMENTO,
2015,1/8/15,1,Thursday,8,Demoras e Interrupciones,DEMORAS - SUBTE,E,AVENIDA LA PLATA,
2015,1/8/15,1,Thursday,8,Demoras e Interrupciones,DEMORAS - SUBTE,E,AVENIDA LA PLATA,
2015,1/8/15,1,Thursday,8,Demoras e Interrupciones,DEMORAS - SUBTE,C,LAVALLE,
2015,1/8/15,1,Thursday,8,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,C,Constitución,
2015,1/8/15,1,Thursday,8,Inconvenientes con el personal,INCONVENIENTES CON EL PERSONAL - SUBTE,E,EMILIO MITRE,
2015,1/8/15,1,Thursday,8,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,D,OLLEROS,
2015,1/8/15,1,Thursday,8,Medios de pago,INCONVENIENTES EN BOLETERIA - SUBTE,D,OLLEROS,
2015,1/8/15,1,Thursday,8,Otros,EXTENSION DE SUBTE-LINEA H EN CONSTRUCCION,H,LAS HERAS,
2015,1/8/15,1,Thursday,8,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,H,LAS HERAS,
2015,1/8/15,1,Thursday,8,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,H,CORRIENTES,
2015,1/8/15,1,Thursday,8,Coches,FUNCIONAMIENTO/ MANTENIMIENTO DE COCHES - SUBTE,A,LORIA,
2015,1/8/15,1,Thursday,8,Medios de pago,MEDIOS DE PAGO - SUBTE,D,CATEDRAL,
2015,1/8/15,1,Thursday,8,Coches,FUNCIONAMIENTO/ MANTENIMIENTO DE COCHES - SUBTE,D,CATEDRAL,
2015,1/8/15,1,Thursday,8,Medios de pago,INCONVENIENTES EN BOLETERIA - SUBTE,D,CATEDRAL,
2015,1/8/15,1,Thursday,8,Demoras e Interrupciones,DEMORAS - SUBTE,D,CATEDRAL,
2015,1/8/15,1,Thursday,8,Inconvenientes con el personal,INCONVENIENTES CON EL PERSONAL - SUBTE,C,DIAGONAL NORTE,
2015,1/8/15,1,Thursday,8,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,C,SAN JUAN,
2015,1/8/15,1,Thursday,8,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,D,PLAZA ITALIA,
2015,1/8/15,1,Thursday,8,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,D,AGÜERO,
2015,1/8/15,1,Thursday,8,Inconvenientes con el personal,INCONVENIENTES CON EL PERSONAL - SUBTE,D,BULNES,
2015,1/8/15,1,Thursday,8,Inconvenientes con el personal,INCONVENIENTES CON EL PERSONAL - SUBTE,D,BULNES,
2015,1/8/15,1,Thursday,8,Venta ambulante,VENTA AMBULANTE - SUBTE,C,General San Martín,
2015,1/8/15,1,Thursday,8,Medios de pago,INCONVENIENTES EN BOLETERIA - SUBTE,C,General San Martín,
2015,1/8/15,1,Thursday,8,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,C,General San Martín,
2015,1/8/15,1,Thursday,8,Emergencias,ASISTENCIA EN  EMERGENCIAS - SUBTE,D,PALERMO,
2015,1/8/15,1,Thursday,8,Deficiencias en información,FALTA DE INFORMACION - SUBTE,D,PALERMO,
2015,1/8/15,1,Thursday,8,Emergencias,ASISTENCIA EN  EMERGENCIAS - SUBTE,D,PALERMO,
2015,1/8/15,1,Thursday,8,Inconvenientes con el personal,INCONVENIENTES CON EL PERSONAL - SUBTE,D,PALERMO,
2015,1/8/15,1,Thursday,8,Felicitaciones,TRATO Y ATENCION DEL PERSONAL - SUBTE,D,PALERMO,
2015,1/8/15,1,Thursday,8,Emergencias,ASISTENCIA EN  EMERGENCIAS - SUBTE,D,PALERMO,
2015,1/8/15,1,Thursday,8,Deficiencias en información,FALTA DE INFORMACION - SUBTE,D,PALERMO,
2015,1/8/15,1,Thursday,8,Seguridad,ROBOS O ILICITOS - SUBTE,D,PALERMO,
2015,1/8/15,1,Thursday,8,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,B,DE LOS INCAS,
2015,1/8/15,1,Thursday,8,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,DE LOS INCAS,
2015,1/8/15,1,Thursday,8,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,DE LOS INCAS,
2015,1/8/15,1,Thursday,8,Felicitaciones,TRATO Y ATENCION DEL PERSONAL - SUBTE,B,JUAN MANUEL DE ROSAS,
2015,1/9/15,1,Friday,9,Inconvenientes con el personal,INCONVENIENTES CON EL PERSONAL - SUBTE,E,BOEDO,
2015,1/9/15,1,Friday,9,Demoras e Interrupciones,DEMORAS - SUBTE,E,Bolívar,
2015,1/9/15,1,Friday,9,Coches,FUNCIONAMIENTO/ MANTENIMIENTO DE COCHES - SUBTE,A,CARABOBO,
2015,1/9/15,1,Friday,9,Inconvenientes con el personal,INCONVENIENTES CON EL PERSONAL - SUBTE,A,CARABOBO,
2015,1/9/15,1,Friday,9,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,A,CONGRESO,
2015,1/9/15,1,Friday,9,Medios de pago,INCONVENIENTES EN BOLETERIA - SUBTE,A,CONGRESO,
2015,1/9/15,1,Friday,9,Demoras e Interrupciones,DEMORAS - SUBTE,A,CONGRESO,
2015,1/9/15,1,Friday,9,Inconvenientes con el personal,INCONVENIENTES CON EL PERSONAL - SUBTE,A,CONGRESO,
2015,1/9/15,1,Friday,9,Medios de pago,MEDIOS DE PAGO - SUBTE,A,CONGRESO,
2015,1/9/15,1,Friday,9,Medios de pago,MEDIOS DE PAGO - SUBTE,D,Congreso de Tucumán,
2015,1/9/15,1,Friday,9,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,D,FACULTAD DE MEDICINA,
2015,1/9/15,1,Friday,9,Medios de pago,MEDIOS DE PAGO - SUBTE,B,CALLAO_B,
2015,1/9/15,1,Friday,9,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,FLORIDA,
2015,1/9/15,1,Friday,9,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,FEDERICO LACROZE,
2015,1/9/15,1,Friday,9,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,FEDERICO LACROZE,
2015,1/9/15,1,Friday,9,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,FEDERICO LACROZE,
2015,1/9/15,1,Friday,9,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,MEDRANO,
2015,1/9/15,1,Friday,9,Medios de pago,MEDIOS DE PAGO - SUBTE,B,URUGUAY,
2015,1/9/15,1,Friday,9,Coches,FUNCIONAMIENTO/ MANTENIMIENTO DE COCHES - SUBTE,A,Sáenz Peña,
2015,1/9/15,1,Friday,9,Deficiencias en información,FALTA DE INFORMACION - SUBTE,E,JUJUY,
2015,1/9/15,1,Friday,9,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,D,JURAMENTO,
2015,1/9/15,1,Friday,9,Venta ambulante,VENTA AMBULANTE - SUBTE,C,Constitución,
2015,1/9/15,1,Friday,9,Medios de pago,INCONVENIENTES EN BOLETERIA - SUBTE,A,Perú,
2015,1/9/15,1,Friday,9,Medios de pago,MEDIOS DE PAGO - SUBTE,E,PICHINCHA,
2015,1/9/15,1,Friday,9,Inconvenientes con el personal,INCONVENIENTES CON EL PERSONAL - SUBTE,E,PICHINCHA,
2015,1/9/15,1,Friday,9,Demoras e Interrupciones,DEMORAS - SUBTE,H,CORRIENTES,
2015,1/9/15,1,Friday,9,Medios de pago,INCONVENIENTES EN BOLETERIA - SUBTE,H,CORRIENTES,
2015,1/9/15,1,Friday,9,Molinetes,FUNCIONAMIENTO/ MANTENIMIENTO DE MOLINETES - SUBTE,H,CORRIENTES,
